Pain NEC,-44909.54300670331,5,2005,9.6864e-10,-28369.125088097288,-4032.13477704121
Pain NEC,-44909.54300670331,5,2006,0.014683305,-59221.43713578615,-5.410912014054348
Pain NEC,-44909.54300670331,5,2007,0.47038126,-30170.078966330897,-1.3521348160336277
Pain NEC,-44909.54300670331,5,2008,1.516798615,-29020.078240093037,1.2315837831832634
Pain NEC,-44909.54300670331,5,2009,1.790624142,-40126.68922538156,1.3381420485135351
Breast cancer,-36635.015700123906,6,2000,1.21691e-07,-12086.79203689781,-583.3062314576066
Breast cancer,-36635.015700123906,6,2001,4.52168e-07,-18834.04422291767,-345.0484417008754
Breast cancer,-36635.015700123906,6,2002,4.899350000000001e-08,-38226.14166815407,-839.3529356402018
Breast cancer,-36635.015700123906,6,2003,1.1286e-08,-18814.061630097145,-1510.024457895805
Breast cancer,-36635.015700123906,6,2004,4.87685e-09,-24953.505699057234,-2112.2447571669363
Breast cancer,-36635.015700123906,6,2005,6.308229999999998e-10,-24336.990311056077,-4786.708626833943
Breast cancer,-36635.015700123906,6,2006,5.47746e-10,-59216.026223772096,-5064.87013177115
Breast cancer,-36635.015700123906,6,2007,1.46136e-10,-30168.726831514865,-8592.056291815315
Breast cancer,-36635.015700123906,6,2008,2.18716e-10,-29020.078240093037,-7312.195228641148
Breast cancer,-36635.015700123906,6,2009,4.47946e-10,-40126.68922538156,-5489.208597200924
Microscopic hematuria,-26404.41138110789,7,2000,1,-11503.485805440203,-1.0
Microscopic hematuria,-26404.41138110789,7,2001,1,-18488.995781216796,-1.0
Microscopic hematuria,-26404.41138110789,7,2002,1,-37386.78873251387,-1.0
Microscopic hematuria,-26404.41138110789,7,2003,1,-17304.03717220134,-1.0
Microscopic hematuria,-26404.41138110789,7,2004,1,-22841.260941890298,-1.0
Microscopic hematuria,-26404.41138110789,7,2005,1,-19550.281684222136,-1.0
Microscopic hematuria,-26404.41138110789,7,2006,1.029e-11,-54151.15609200094,-24833.2665499716
Microscopic hematuria,-26404.41138110789,7,2007,1.00888e-08,-21576.67053969955,-1579.298398335942
Microscopic hematuria,-26404.41138110789,7,2008,2.079452515,-21706.440980760468,1.4420306914209557
Microscopic hematuria,-26404.41138110789,7,2009,161.5831604,-34624.76909167241,12.711536508227477
Memory loss,-18612.345508879527,8,2000,1.07181e-07,-11502.485805440203,-613.6954142879073
Memory loss,-18612.345508879527,8,2001,5.3603429e-08,-18487.995781216796,-809.6978220087543
Memory loss,-18612.345508879527,8,2002,2.585800000000407e-11,-37385.78873251387,-17177.581887625405
Memory loss,-18612.345508879527,8,2003,0.009888819,-17303.03717220134,-6.337853976330021
Memory loss,-18612.345508879527,8,2004,1.524009705,-22839.026434010615,1.2345078796832365
Memory loss,-18612.345508879527,8,2005,0.37940678000000005,-19549.281684222136,-1.4735265487780496
Memory loss,-18612.345508879527,8,2006,0.729374707,-29317.889542029345,-1.134539760184399
Memory loss,-18612.345508879527,8,2007,0.417167157,-19997.37214136361,-1.4186522661163035
Memory loss,-18612.345508879527,8,2008,0.791170239,-21706.440980760468,-1.0982267633457534
Memory loss,-18612.345508879527,8,2009,0.717374325,-34624.76909167241,-1.1420935223919417
Cervical cancer and dysplasia,-13222.82113976969,9,2000,3.61529e-06,-10888.790391152295,-150.22518379865647
Cervical cancer and dysplasia,-13222.82113976969,9,2001,5.36515e-06,-17678.29795920804,-128.2824520297806
Cervical cancer and dysplasia,-13222.82113976969,9,2002,3.22382e-06,-20208.206844888467,-157.27210003324984
Cervical cancer and dysplasia,-13222.82113976969,9,2003,1.0240700000000005e-07,-17296.69931822501,-624.9829109739811
Cervical cancer and dysplasia,-13222.82113976969,9,2004,2.5931200000000007e-08,-22839.026434010615,-1082.6073071925027
Cervical cancer and dysplasia,-13222.82113976969,9,2005,1.1010700000000002e-08,-19547.808157673357,-1525.0146931799045
Cervical cancer and dysplasia,-13222.82113976969,9,2006,1.4832800000000007e-09,-29316.75500226916,-3400.2491728645264
Cervical cancer and dysplasia,-13222.82113976969,9,2007,1.29137e-08,-19995.953489097494,-1430.8026070071176
Cervical cancer and dysplasia,-13222.82113976969,9,2008,6.08553e-09,-21705.342753997124,-1933.2171397867523
Cervical cancer and dysplasia,-13222.82113976969,9,2009,2.43178e-09,-34623.626998150015,-2790.1675729032186
Obstructive sleep apnea,-12805.64547796488,10,2000,1,-10738.565207353638,-1.0
Obstructive sleep apnea,-12805.64547796488,10,2001,1,-17550.01550717826,-1.0
Obstructive sleep apnea,-12805.64547796488,10,2002,1.44196e-09,-20050.934744855218,-3438.893408662218
Obstructive sleep apnea,-12805.64547796488,10,2003,5.92784e-10,-16671.71640725103,-4907.286464574153
Obstructive sleep apnea,-12805.64547796488,10,2004,7.47508e-10,-21756.419126818113,-4472.534116221748
Obstructive sleep apnea,-12805.64547796488,10,2005,0.179937392,-18022.79346449345,-1.9858728180593317
Obstructive sleep apnea,-12805.64547796488,10,2006,8.964863777,-25913.511691168515,2.994138236120704
Obstructive sleep apnea,-12805.64547796488,10,2007,13.09590244,-18561.53205597684,3.6188261135346087
Obstructive sleep apnea,-12805.64547796488,10,2008,19.33649063,-19767.728286541205,4.397327669164535
Obstructive sleep apnea,-12805.64547796488,10,2009,36.53105164,-31827.41533295432,6.044092292478664
Neuroendocrine tumors,-11516.96555988355,11,2000,1,-10737.565207353638,-1.0
Neuroendocrine tumors,-11516.96555988355,11,2001,1,-17549.01550717826,-1.0
Neuroendocrine tumors,-11516.96555988355,11,2002,1,-16612.041336193,-1.0
Neuroendocrine tumors,-11516.96555988355,11,2003,1,-11764.429942676878,-1.0
Neuroendocrine tumors,-11516.96555988355,11,2004,1.92071e-09,-17283.885010596365,-3066.3045045063004
Neuroendocrine tumors,-11516.96555988355,11,2005,5.713590000000001e-10,-18020.80759167539,-4980.080591488565
Neuroendocrine tumors,-11516.96555988355,11,2006,5.9899795e-09,-25913.511691168515,-1945.4938647851586
Neuroendocrine tumors,-11516.96555988355,11,2007,1.14086e-08,-18561.53205597684,-1503.5125536252847
Neuroendocrine tumors,-11516.96555988355,11,2008,0.001370252,-19767.728286541205,-13.972683510694639
Neuroendocrine tumors,-11516.96555988355,11,2009,0.040628713,-31827.41533295432,-3.6013619675475987
Sepsis and SIRS,-10490.174631567606,12,2000,9.03819e-07,-10736.565207353638,-261.55764190153394
Sepsis and SIRS,-10490.174631567606,12,2001,3.729919999999969e-10,-17548.01550717826,-5906.3637935802
Sepsis and SIRS,-10490.174631567606,12,2002,1.06807e-09,-16611.041336193,-3877.5741662076184
Sepsis and SIRS,-10490.174631567606,12,2003,5.20409e-06,-11763.429942676878,-129.85601779371476
Sepsis and SIRS,-10490.174631567606,12,2004,0.000140528,-14217.580506090064,-34.7452030347211
Sepsis and SIRS,-10490.174631567606,12,2005,0.001167148,-13040.727000186827,-14.898742972401598
Sepsis and SIRS,-10490.174631567606,12,2006,1.4738499999999988e-05,-23968.017826383355,-85.62856888440936
Sepsis and SIRS,-10490.174631567606,12,2007,1.61994e-05,-17058.019502351555,-82.45185451708724
Sepsis and SIRS,-10490.174631567606,12,2008,5.29704e-05,-19753.75560303051,-51.33182429161625
Sepsis and SIRS,-10490.174631567606,12,2009,7.05705e-05,-31823.813970986772,-45.76681838430471
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2000,2.5018e-08,-10475.007565452104,-1098.2443172361143
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2001,4.47544e-09,-11641.651713598061,-2186.07825511999
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2002,1.76684e-08,-12733.467169985382,-1262.1794670974236
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2003,5.87577e-08,-11633.573924883163,-780.5021163416545
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2004,1.3869999999999998e-08,-14182.835303055343,-1390.494948842512
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2005,5.78472e-08,-13025.828257214425,-785.3930665682516
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2006,1.05289e-07,-23882.389257498944,-618.0830012569198
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2007,1.7472e-07,-16975.56764783447,-504.734454223577
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2008,6.67686e-08,-19702.423778738892,-741.6023408396859
Nephritis and nephropathy without mention of glomerulonephritis,-9934.441935125576,13,2009,1.30555e-07,-31778.047152602467,-567.1299675994472
Basal cell carcinoma (new),-8851.897590354532,14,2000,1,-9376.76324821599,-1.0
Basal cell carcinoma (new),-8851.897590354532,14,2001,8.16328e-07,-9455.573458478071,-272.42949339378055
Basal cell carcinoma (new),-8851.897590354532,14,2002,6.550825599999999e-07,-11471.28770288796,-297.49631114050493
Basal cell carcinoma (new),-8851.897590354532,14,2003,4.9383712e-07,-10853.071808541508,-333.09376812065
Basal cell carcinoma (new),-8851.897590354532,14,2004,3.3259168e-07,-12792.34035421283,-390.15344646402167
Basal cell carcinoma (new),-8851.897590354532,14,2005,1.7134623999999998e-07,-12240.435190646174,-508.68644895893414
Basal cell carcinoma (new),-8851.897590354532,14,2006,1.0100799999999955e-08,-23264.306256242024,-1578.5476324739554
Basal cell carcinoma (new),-8851.897590354532,14,2007,1.72362e-08,-16470.83319361089,-1274.7452139864456
Basal cell carcinoma (new),-8851.897590354532,14,2008,2.089920000000002e-09,-18960.821437899205,-2964.4773410443277
Basal cell carcinoma (new),-8851.897590354532,14,2009,1.8798300000000004e-08,-31210.917185003018,-1231.2679347719115
Ischemic Heart Disease,-8724.216313460704,15,2000,6.47865e-06,-9375.76324821599,-118.96143453577788
Ischemic Heart Disease,-8724.216313460704,15,2001,1.78709e-05,-9183.143965084291,-79.27594544759616
Ischemic Heart Disease,-8724.216313460704,15,2002,1.333e-05,-11173.791391747454,-89.1390374706792
Ischemic Heart Disease,-8724.216313460704,15,2003,8.054060000000005e-07,-10519.978040420858,-273.90127617645607
Ischemic Heart Disease,-8724.216313460704,15,2004,3.64766e-07,-12402.18690774881,-376.0055537669796
Ischemic Heart Disease,-8724.216313460704,15,2005,8.501100000000002e-08,-11731.74874168724,-673.3020705855132
Ischemic Heart Disease,-8724.216313460704,15,2006,5.124030000000003e-09,-21685.75862376807,-2070.881910505975
Ischemic Heart Disease,-8724.216313460704,15,2007,8.37197e-08,-15196.087979624446,-677.4370336002289
Ischemic Heart Disease,-8724.216313460704,15,2008,3.10072e-08,-15996.344096854878,-1007.8942783543607
Ischemic Heart Disease,-8724.216313460704,15,2009,1.5310399999999985e-09,-29979.649250231105,-3357.417773017136
Benign neoplasm of uterus,-8635.33022276877,16,2000,2.51928e-06,-9256.801813680211,-173.57589946467684
Benign neoplasm of uterus,-8635.33022276877,16,2001,3.38969e-06,-9103.868019636695,-154.14733016674074
Benign neoplasm of uterus,-8635.33022276877,16,2002,8.66314e-07,-11084.652354276775,-266.02954206216054
Benign neoplasm of uterus,-8635.33022276877,16,2003,6.63904e-07,-10246.076764244403,-295.9088034779274
Benign neoplasm of uterus,-8635.33022276877,16,2004,1.99914e-07,-12026.18135398183,-478.25852097466066
Benign neoplasm of uterus,-8635.33022276877,16,2005,1.25813e-07,-11058.446671101728,-575.5854310238976
Benign neoplasm of uterus,-8635.33022276877,16,2006,9.22865000000001e-10,-19614.876713262096,-4110.973997295001
Benign neoplasm of uterus,-8635.33022276877,16,2007,2.50096e-05,-14518.650946024218,-69.30384047167918
Benign neoplasm of uterus,-8635.33022276877,16,2008,7.537600000000373e-09,-14988.449818500518,-1774.6256942500306
Benign neoplasm of uterus,-8635.33022276877,16,2009,6.7834e-08,-26622.23147721397,-736.9211635819961
Gout and other crystal arthropathies,-8017.024572981256,17,2000,0.000878807,-9083.225914215534,-16.689471989451413
Gout and other crystal arthropathies,-8017.024572981256,17,2001,0.001136295,-8949.720689469954,-15.05925758058332
Gout and other crystal arthropathies,-8017.024572981256,17,2002,0.027617261,-10818.622812214615,-4.202693886703874
Gout and other crystal arthropathies,-8017.024572981256,17,2003,0.00010546999999999987,-9950.167960766476,-38.97161662291094
Gout and other crystal arthropathies,-8017.024572981256,17,2004,0.000254381,-11547.92283300717,-27.4035061237568
Gout and other crystal arthropathies,-8017.024572981256,17,2005,0.000452165,-10482.861240077831,-21.771142627394998
Gout and other crystal arthropathies,-8017.024572981256,17,2006,7.5292599999999795e-06,-15503.902715967095,-112.02090636195858
Gout and other crystal arthropathies,-8017.024572981256,17,2007,1.9716100000000006e-06,-14449.347105552539,-191.45715234544787
Gout and other crystal arthropathies,-8017.024572981256,17,2008,4.06729e-05,-13213.824124250486,-57.052928889513495
Gout and other crystal arthropathies,-8017.024572981256,17,2009,2.030800000005998e-10,-25885.310313631973,-7532.395896553535
Other symptoms of respiratory system,-7255.825378536088,18,2000,0.000204996,-9066.536442226083,-29.87458253662367
Other symptoms of respiratory system,-7255.825378536088,18,2001,4.179079999999999e-05,-8934.66143188937,-56.4374945912322
Other symptoms of respiratory system,-7255.825378536088,18,2002,3.09974e-05,-10814.420118327911,-63.601871192925614
Other symptoms of respiratory system,-7255.825378536088,18,2003,1.1403299999999986e-06,-9911.196344143564,-238.3349758082346
Other symptoms of respiratory system,-7255.825378536088,18,2004,2.1167499999999997e-07,-11520.519326883412,-467.44678013597803
Other symptoms of respiratory system,-7255.825378536088,18,2005,9.087720000000001e-08,-10461.090097450437,-655.5684205435197
Other symptoms of respiratory system,-7255.825378536088,18,2006,5.403990000000003e-09,-15391.881809605136,-2027.2820979219969
Other symptoms of respiratory system,-7255.825378536088,18,2007,2.61063e-08,-14257.88995320709,-1079.696939293228
Other symptoms of respiratory system,-7255.825378536088,18,2008,6.33944e-08,-13156.771195360972,-757.1460163334242
Other symptoms of respiratory system,-7255.825378536088,18,2009,6.521589999999999e-09,-18352.91441707844,-1880.4362001789248
Cancer of bone and connective tissue,-6314.151540102233,19,2000,1.02678e-05,-9036.661859689459,-98.9484600734577
Cancer of bone and connective tissue,-6314.151540102233,19,2001,6.69934e-06,-8878.223937298138,-117.37813160964663
Cancer of bone and connective tissue,-6314.151540102233,19,2002,3.2412e-05,-10750.818247134985,-62.476640404201405
Cancer of bone and connective tissue,-6314.151540102233,19,2003,7.639089999999992e-07,-9672.861368335329,-279.7585377468553
Cancer of bone and connective tissue,-6314.151540102233,19,2004,6.647990000000006e-08,-11053.072546747433,-742.888878934945
Cancer of bone and connective tissue,-6314.151540102233,19,2005,7.70544e-07,-9805.521676906917,-278.7924592116207
Cancer of bone and connective tissue,-6314.151540102233,19,2006,6.73794e-08,-13364.599711683139,-738.9059169104565
Cancer of bone and connective tissue,-6314.151540102233,19,2007,1.57701e-08,-13178.193013913862,-1320.8886885281174
Cancer of bone and connective tissue,-6314.151540102233,19,2008,2.26381e-07,-12399.625179027547,-455.0551255013094
Cancer of bone and connective tissue,-6314.151540102233,19,2009,4.3109999999999914e-09,-16472.478216899515,-2219.0587011816233
End stage renal disease,-6196.703680423514,20,2000,1,-8937.713399616001,-1.0
End stage renal disease,-6196.703680423514,20,2001,1,-8760.845805688492,-1.0
End stage renal disease,-6196.703680423514,20,2002,7.60258e-10,-10688.341606730783,-4442.378928420491
End stage renal disease,-6196.703680423514,20,2003,8.53572e-09,-9393.102830588474,-1688.5111618122498
End stage renal disease,-6196.703680423514,20,2004,6.04335e-06,-10310.183667812487,-122.31758591422333
End stage renal disease,-6196.703680423514,20,2005,11.66059208,-9523.314456784192,3.414760911103441
End stage renal disease,-6196.703680423514,20,2006,158.00573730000002,-12613.123761467237,12.570033305445138
End stage renal disease,-6196.703680423514,20,2007,211.665741,-11842.755588636459,14.548736749285142
End stage renal disease,-6196.703680423514,20,2008,157.1503296,-11932.034092071288,12.535961454950314
End stage renal disease,-6196.703680423514,20,2009,238.2238922,-14237.985012415225,15.434503302665751
Peripheral vascular disease,-4953.242824765824,21,2000,1.35585e-05,-8936.713399616001,-88.53507139091256
Peripheral vascular disease,-4953.242824765824,21,2001,0.000377717,-8759.845805688492,-23.39555689369063
Peripheral vascular disease,-4953.242824765824,21,2002,0.000193049,-6245.962678310291,-30.600813883635325
Peripheral vascular disease,-4953.242824765824,21,2003,9.7860699999999e-07,-7704.591668776224,-253.3708642555279
Peripheral vascular disease,-4953.242824765824,21,2004,2.2147799999999994e-07,-10187.866081898264,-459.0582140789502
Peripheral vascular disease,-4953.242824765824,21,2005,1.56216e-07,-9523.314456784192,-527.8491112953766
Peripheral vascular disease,-4953.242824765824,21,2006,6.05252e-07,-12613.123761467237,-307.0615986981923
Peripheral vascular disease,-4953.242824765824,21,2007,4.3924900000000026e-08,-11842.755588636459,-876.8305794590765
Peripheral vascular disease,-4953.242824765824,21,2008,8.573860000000003e-09,-11932.034092071288,-1685.502670274672
Peripheral vascular disease,-4953.242824765824,21,2009,7.68503e-08,-14237.985012415225,-701.03834453579
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2000,0.000217731,-8848.178328225089,-29.162979536897492
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2001,0.000141252,-8736.450248794801,-34.67385731451855
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2002,7.3343e-05,-6215.361864426656,-45.06678029670579
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2003,1.9980999999999997e-05,-7451.220804520696,-75.81464610592903
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2004,2.009799999999999e-06,-9728.807867819314,-189.9935524921039
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2005,8.07018000000001e-08,-8995.465345488816,-687.4588566207101
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2006,8.74321e-08,-12306.062162769045,-665.7813663761711
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2007,6.58191e-07,-10965.925009177383,-296.93351831078127
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2008,1.91913e-07,-10246.531421796615,-486.13651379716407
Male infertility and abnormal spermatozoa,-3814.6502391446415,22,2009,1.6297300000000007e-08,-13536.946667879436,-1303.62816829366
Chronic liver disease and cirrhosis,-3630.15138494877,23,2000,2.95565e-05,-8819.015348688192,-64.82444363742478
Chronic liver disease and cirrhosis,-3630.15138494877,23,2001,6.984510000000001e-06,-8701.776391480282,-115.43715706522443
Chronic liver disease and cirrhosis,-3630.15138494877,23,2002,1.04798e-05,-6170.295084129951,-98.14288090541883
Chronic liver disease and cirrhosis,-3630.15138494877,23,2003,4.65499e-06,-7375.406158414768,-135.77896662479782
Chronic liver disease and cirrhosis,-3630.15138494877,23,2004,6.173300000000004e-07,-9538.81431532721,-304.6442931369765
Chronic liver disease and cirrhosis,-3630.15138494877,23,2005,4.13975e-07,-8308.006488868106,-357.44592807943206
Chronic liver disease and cirrhosis,-3630.15138494877,23,2006,1.88703e-07,-11640.280796392874,-489.4276242628864
Chronic liver disease and cirrhosis,-3630.15138494877,23,2007,1.55215e-07,-10668.991490866601,-529.2081505431307
Chronic liver disease and cirrhosis,-3630.15138494877,23,2008,7.51994e-07,-9760.39490799945,-281.52323853670237
Chronic liver disease and cirrhosis,-3630.15138494877,23,2009,1.7968000000000045e-08,-12233.318499585775,-1253.718702156776
Proteinuria,-3371.341840323027,24,2000,3.59467e-06,-8754.190905050767,-150.56928535586903
Proteinuria,-3371.341840323027,24,2001,1.17234e-06,-8586.339234415058,-235.7103032979009
Proteinuria,-3371.341840323027,24,2002,1.30269e-06,-6072.152203224532,-225.97665110824593
Proteinuria,-3371.341840323027,24,2003,6.43534e-07,-7239.627191789969,-299.6204149775924
Proteinuria,-3371.341840323027,24,2004,4.02998e-07,-9234.170022190234,-361.30905319411283
Proteinuria,-3371.341840323027,24,2005,2.74484e-07,-7950.560560788675,-421.3016756026115
Proteinuria,-3371.341840323027,24,2006,2.9871e-07,-11150.853172129988,-407.28657516398044
Proteinuria,-3371.341840323027,24,2007,2.49896e-07,-10139.78334032347,-437.4176249558493
Proteinuria,-3371.341840323027,24,2008,2.97974e-07,-9478.87166946275,-407.6886788184873
Proteinuria,-3371.341840323027,24,2009,2.69404e-07,-10979.599797429,-424.4615778483776
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2000,0.000174876,-8603.621619694899,-31.83522441146482
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2001,5.1872599999999995e-05,-8350.628931117157,-51.7636382360306
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2002,2.63555e-05,-5846.175552116286,-67.86588175477415
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2003,6.200789999999999e-06,-6940.006776812377,-121.06572039043957
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2004,1.7961599999999996e-06,-8872.860968996121,-198.72934072163937
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2005,1.35754e-06,-7529.258885186063,-222.2792619083146
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2006,4.882200000000004e-08,-10743.566596966008,-840.5310734835651
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2007,1.59287e-07,-9702.365715367621,-523.7546199772964
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2008,6.88019e-07,-9071.182990644262,-291.71571616120553
Peptic ulcer (excl. esophageal),-3297.921124984329,25,2009,3.610300000000004e-08,-10555.138219580622,-948.3806479395989
Dysplasia of cervix,-3061.5441543738507,26,2000,3.1576e-09,-8571.786395283434,-2513.374211268247
Dysplasia of cervix,-3061.5441543738507,26,2001,6.3268779428571425e-06,-8298.865292881126,-120.09480394952394
Dysplasia of cervix,-3061.5441543738507,26,2002,1.2650598285714286e-05,-5778.309670361512,-91.02392822123343
Dysplasia of cervix,-3061.5441543738507,26,2003,1.897431862857143e-05,-6818.941056421938,-77.39867469860198
Dysplasia of cervix,-3061.5441543738507,26,2004,2.529803897142857e-05,-8674.131628274481,-68.9866819326313
Dysplasia of cervix,-3061.5441543738507,26,2005,3.162175931428571e-05,-7306.979623277748,-63.09654636838628
Dysplasia of cervix,-3061.5441543738507,26,2006,3.794547965714286e-05,-9903.035523482442,-58.65917912855965
Dysplasia of cervix,-3061.5441543738507,26,2007,4.42692e-05,-9178.611095390324,-55.15175419637037
Dysplasia of cervix,-3061.5441543738507,26,2008,0.008046234,-8779.467274483057,-6.882764920828845
